path,class
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000276.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000262.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000222.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000224.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000093.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000095.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000136.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000158.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000141.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000113.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000035.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000181.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000166.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000232.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000020.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000155.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000110.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000102.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000162.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000257.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000057.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000194.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000008.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000274.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000111.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000067.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000239.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000123.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000033.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000017.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000259.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000244.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000099.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000042.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000225.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000088.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000164.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000125.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000002.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000107.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000014.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000265.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000152.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000149.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000215.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000016.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000038.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000061.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000030.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000250.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000064.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000096.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000151.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000150.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000209.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000003.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000229.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000054.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000121.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000203.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000234.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000009.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000027.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000021.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000260.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000059.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000163.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000094.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000153.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000167.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000146.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000044.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000193.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000085.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000068.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000078.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000202.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000270.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000240.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000281.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000083.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000284.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000242.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000204.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000195.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000261.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000176.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000148.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000159.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000221.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000200.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000077.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000199.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000157.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000237.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000184.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000144.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000277.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000282.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000066.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000018.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000211.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000246.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000253.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000178.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000089.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000019.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000028.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000024.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000081.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000106.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000138.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000041.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000118.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000264.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000129.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000115.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000090.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000072.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000145.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000007.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000230.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000273.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000231.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000025.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000098.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000036.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000126.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000266.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000172.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000278.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000048.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000039.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000275.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000117.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000197.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000010.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000091.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000029.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000228.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000256.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000179.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000104.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000043.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000160.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000243.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000058.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000004.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000071.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000131.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000217.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000189.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000084.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000248.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000267.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000052.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000226.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000130.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000207.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000168.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000182.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000063.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000050.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000046.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000032.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000212.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000254.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000220.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000023.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000280.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000143.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000171.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000191.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000109.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000122.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000092.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000196.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000233.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000223.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000249.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000238.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000031.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000120.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000165.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000073.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000045.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000192.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000177.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000208.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000013.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000139.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000087.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000082.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000112.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000006.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000263.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000269.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000156.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000116.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000190.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000198.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000219.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000069.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000218.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000245.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000252.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000070.jpg,g
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Technology/headphones/clipart_141_000062.jpg,g
